text,cleaned_text,source,label
Heading out to pick up white wine and ingredients for smoothies.,heading out to pick up white wine and ingredients for smoothies,synthetic-literal,literal
@kat8163 My back hurts a lot too tonight.  I think it's going to rain later. :-/ I don't feel like vomiting but I do feel like crying. ,my back hurts a lot too tonight i think it s going to rain later i don t feel like vomiting but i do feel like crying,real-literal-TN,literal
"Oh great, another MACE kothamangalam fan... which trade and sem is the secret code? So glad we met in this vast sea of students!",oh great another mace kothamangalam fan which trade and sem is the secret code so glad we met in this vast sea of students,synthetic-sarcastic,sarcastic
I'm on my way home from airport just dropped @emilyduran24 and Lille off soooo sad. I'm lonely!! HELP!! ,i m on my way home from airport just dropped and lille off soooo sad i m lonely help,real-literal-TN,literal
"Wow, Bears actually won and now Connor boo suddenly remembers I exist after all this time. What a shocker. Life’s just perfect, right?",wow bears actually won and now connor boo suddenly remembers i exist after all this time what a shocker life s just perfect right,synthetic-sarcastic,sarcastic
@dressed2thrill just love your random quotes....lol jk maybe or maybe not? ,just love your random quotes lol jk maybe or maybe not,real-sarcastic-TP,sarcastic
"@Mirahtrunks ooh okay. yeah, mine was 800 dollars cheaper. i'm good. ",ooh okay yeah mine was 800 dollars cheaper i m good,real-sarcastic-TP,sarcastic
"@robsmada Yeah, it’s tough, but sometimes you just have to release the mussels and move on.",yeah it s tough but sometimes you just have to release the mussels and move on,synthetic-literal,literal
"@Jonasbrothers Oh sure, because Colombia is just a tiny dot on the map and totally easy to miss. Come on, give us a break already! 🙄😂",oh sure because colombia is just a tiny dot on the map and totally easy to miss come on give us a break already,synthetic-sarcastic,sarcastic
Work was OK. Worried about boss not liking me doing the dolls. I am allowed to have two jobs? Also another girl I work with was nasty. ,work was ok worried about boss not liking me doing the dolls i am allowed to have two jobs also another girl i work with was nasty,real-literal-TN,literal
"@stilgherrian heh, definition of an expert: drip under pressure. Never more true for socmed ",heh definition of an expert drip under pressure never more true for socmed,real-sarcastic-TP,sarcastic
Really wish I could make it to Rain to see Oakie! Scotland’s just too far to get there in time. But September is coming – I’ll definitely be there! Excited!,really wish i could make it to rain to see oakie scotland s just too far to get there in time but september is coming i ll definitely be there excited,synthetic-literal,literal
@ohhhleann call me if you need anything!! hopefully it'll all blow over  youre welsome to come hang if you want to get away,call me if you need anything hopefully it ll all blow over youre welsome to come hang if you want to get away,real-literal-TN,literal
I'm not good at goodbyes..really i just cannot deal with it ,i m not good at goodbyes really i just cannot deal with it,real-literal-TN,literal
@AMBERah Just joined too! Loving the endless stream of random thoughts… who knew oversharing could be this fun? 😂 #TwitterLife,just joined too loving the endless stream of random thoughts who knew oversharing could be this fun,synthetic-sarcastic,sarcastic
should be asleep but i am not feeling well. in a bad high kind of way... need to stop for a while. ,should be asleep but i am not feeling well in a bad high kind of way need to stop for a while,real-literal-TN,literal
Feeling a little better... I think I might have a cold or minor flu ,feeling a little better i think i might have a cold or minor flu,real-literal-TN,literal
"fb Nicole Mauer oh joy, nothing like waking up to gisel’s endless recap of my “wild” night, as if i don’t remember every embarrassing detail already... http://tinyurl.com/mm2fwl",fb nicole mauer oh joy nothing like waking up to gisel s endless recap of my wild night as if i don t remember every embarrassing detail already,synthetic-sarcastic,sarcastic
@Neishon im back in the UK now its not nice here! ,im back in the uk now its not nice here,real-literal-TN,literal
@electric__eel SORRY NA! ) HAHAHA! GOSH. ) IT wasn't even in my dictionary..  ) which even made it more embarrassing! LOL!,sorry na hahaha gosh it wasn t even in my dictionary which even made it more embarrassing lol,real-sarcastic-TP,sarcastic
I don't feel good. I'm probably getting sick. Great. ,i don t feel good i m probably getting sick great,real-sarcastic-FN,sarcastic
I feel even worse.  I don't feel like I can say anything I want to on here because people will read it and get upset. So I just.. idk.,i feel even worse i don t feel like i can say anything i want to on here because people will read it and get upset so i just idk,real-literal-TN,literal
@JoLoPe I will send you something later today or tomorrow. Thank you for the opportunity. ,i will send you something later today or tomorrow thank you for the opportunity,real-literal-TN,literal
"@epi_longo Ủa, vậy mà cứ tưởng +/- 1/3 đến 1/2 EV là quá chuẩn rồi chứ, ai ngờ còn phải cảnh báo nữa cơ, anh chơi chiêu này chắc ai cũng phải... ngán!",u a va y ma cu tu o ng 1 3 đe n 1 2 ev la qua chua n ro i chu ai ngo co n pha i ca nh ba o nu a co anh cho i chie u na y cha c ai cu ng pha i nga n,synthetic-sarcastic,sarcastic
"@iloveicedtea Hollaaa!! Oh, and no one's even here. They lied to me!! Tsk tsk. But anywho, yeah man. That nap was just fucking great ",hollaaa oh and no one s even here they lied to me tsk tsk but anywho yeah man that nap was just fucking great,real-sarcastic-TP,sarcastic
last proper day of school today (studay leave after half term). iv been waiting for this day for ages. now i feel a bit sad ,last proper day of school today studay leave after half term iv been waiting for this day for ages now i feel a bit sad,real-literal-TN,literal
@Schwarzenegger please don't spend our money on a silly parade. ,please don t spend our money on a silly parade,real-sarcastic-TP,sarcastic
"i'm having a really bad day at work, i'm so bogged down with work not sure where to start.   ",i m having a really bad day at work i m so bogged down with work not sure where to start,real-literal-TN,literal
I have not had an appetite in the last two days. I want to eat but I cant ,i have not had an appetite in the last two days i want to eat but i cant,real-literal-TN,literal
"@Orchidflower Yeah, storms developing over the UK can be tricky. They often come in from the Atlantic, but tracking them from nearby countries helps.",yeah storms developing over the uk can be tricky they often come in from the atlantic but tracking them from nearby countries helps,synthetic-literal,literal
"had a nice trip to the store, got almost everything we need to finish the unpacking!  Way too tired to put anything together tonight tho! ",had a nice trip to the store got almost everything we need to finish the unpacking way too tired to put anything together tonight tho,real-literal-TN,literal
@Sleepingdragon8 sorry but my aunt is visiting from washington and i have to do things with her tomorrow because shes going back friday ,sorry but my aunt is visiting from washington and i have to do things with her tomorrow because shes going back friday,real-literal-TN,literal
I love how two of my favorite shows have the same acronym  lol.,i love how two of my favorite shows have the same acronym lol,real-sarcastic-TP,sarcastic
@justgiving But that was the only way we could track who was raising money for our event ,but that was the only way we could track who was raising money for our event,real-literal-FP,literal
@DanielPSullivan whoawhoawhoa @vulcansmuse &amp;I were unleashing the fury like crazy. all of our fury was unleashed. yet it wasn't enough. ,whoawhoawhoa amp i were unleashing the fury like crazy all of our fury was unleashed yet it wasn t enough,real-sarcastic-TP,sarcastic
@anukrishna send me some hot weather I will send u cold weather  we are fed up of this cold weather,send me some hot weather i will send u cold weather we are fed up of this cold weather,real-literal-TN,literal
"@Juicytots Don't worry, you spelt 'NO' correctly! It just looks wrong ",don t worry you spelt no correctly it just looks wrong,real-sarcastic-TP,sarcastic
"@GwenTheAnnoying I know a few people from there too, and their accents are pretty charming.",i know a few people from there too and their accents are pretty charming,synthetic-literal,literal
I feel awful today  and I'm stuck at work 730-4ish,i feel awful today and i m stuck at work 730 4ish,real-literal-TN,literal
"@secretplanet haha! Funny u should say that, cuz I just had the most incredible nap ",haha funny u should say that cuz i just had the most incredible nap,real-sarcastic-TP,sarcastic
