text,label,original_tweet,source,confidence,word_count,char_count,has_hashtag,has_mention,cleaned_text,english_word_count
Craving a crispy chicken wrap with barbecue sauce right now.,literal,I want a crispy chicken snap wrap with bar b q sauce ,synthetic,1.0,10,60,0,0,craving a crispy chicken wrap with barbecue sauce right now,10
"@Gimboland I really love Half Jack too, definitely my top pick from their tracks!",literal,@gimboland ! Half Jack is my favourite of all their songs ,synthetic,1.0,13,81,0,1,i really love half jack too definitely my top pick from their tracks,13
Sometimes I wish I could have a huge dinosaur like the one from Night at the Museum.,literal,I really wish i had a big dinosaur like the one in night at the museum ,synthetic,1.0,17,84,0,0,sometimes i wish i could have a huge dinosaur like the one from night at the museum,17
"@LorrisB True, you’re the expert. I’ll leave the hitting part to you.",literal,@LorrisB Haha. You're right. But I'll let you deal with the smacking. ,synthetic,1.0,13,69,0,1,true you re the expert i ll leave the hitting part to you,13
@TerrenceJ106 Night! Looks like you took the crown for tonight’s biggest loser.,literal,@TerrenceJ106 Goodnight!!! Sorry ur tonight's funniest loser ,synthetic,1.0,12,79,0,1,night looks like you took the crown for tonight s biggest loser,12
Keith Urban is now running my radio playlist. The ACC kickoff just began with him as co-host.,literal,Keith Urban has officially taken over my radio. The ACC just started...with him co-hosting. ,synthetic,1.0,18,93,0,0,keith urban is now running my radio playlist the acc kickoff just began with him as co host,18
Finally made it to Betws-y-Coed. The hours are flying by.,literal,Just arrived in betwsy y coed. Time slipping away  ,synthetic,1.0,12,57,0,0,finally made it to betws y coed the hours are flying by,12
Finally woke up from the best nap ever. Fridays really are the best. Ready to chat now! :),literal,"Ugh.. Ouch   bleh, whatever. Just had the best nap . I love fridays :p talk to me.",synthetic,1.0,17,90,0,0,finally woke up from the best nap ever fridays really are the best ready to chat now,17
"Grilled chicken for dinner. I almost went for the BBQ ribs with extra sauce and coleslaw, but stuck to something lighter this time.",literal,"BBQ for dinner. No I didn't order the Jumbo burger with pulled pork, melted cheddar and bacon, but it was calling loudly to me. ",synthetic,1.0,23,131,0,0,grilled chicken for dinner i almost went for the bbq ribs with extra sauce and coleslaw but stuck to something lighter this time,23
"@trenyce: Really sorry to hear that, Trenyce. I wish I could be there to help pass the time!",literal,@trenyce: so sorry Trenyce.  Wish i were there to make the wait easier!,synthetic,1.0,17,92,0,1,really sorry to hear that trenyce i wish i could be there to help pass the time,17
"@afoolishwit I plan to come by later this evening. I might still be working on some poems, but I’ll definitely make it.",literal,"@afoolishwit I will probably be over tonight. I may still be attempting to write poems, but I will be there. ",synthetic,1.0,22,119,0,1,i plan to come by later this evening i might still be working on some poems but i ll definitely make it,22
"@c2s Honestly, the jokes about cat messes just don’t land the same anymore. What seemed funny as a kid now feels kind of gross and unfunny.",literal,"@c2s No, it hasn't aged well at all. Bleh. Kitty litter and hairballs just aren't hilarious like they were when I was 12. ",synthetic,1.0,26,139,0,1,honestly the jokes about cat messes just don t land the same anymore what seemed funny as a kid now feels kind of gross and unfunny,26
I think I need to take some time off because I’m so overwhelmed with everything that I can’t focus on work.,literal,"I may have to have a month off work because,basically,im just too busy to go to work ",synthetic,1.0,23,107,0,0,i think i need to take some time off because i m so overwhelmed with everything that i can t focus on work,23
@RobertHay No worries if you're swamped. Just drop a quick text or email when you can. Hope business is booming! 😊💼,literal,@RobertHay Busy? That's fine. Send up a smoke signal from time to  time  or targetted carrier pidgeon.  LOL. Hope your making $$$ :-D,synthetic,1.0,20,115,0,1,no worries if you re swamped just drop a quick text or email when you can hope business is booming,20
"Finally finished showering, took forever because I kept yelping every time I nicked myself shaving!",literal,"Just got out of the shower, took me 'bout an hour i really am a shouter when i cut myself shaving! ",synthetic,1.0,15,99,0,0,finally finished showering took forever because i kept yelping every time i nicked myself shaving,15
"@Lovely_London I'm doing well, thanks! How are things with you?",literal,@Lovely_London Pretty good. How about you? ,synthetic,1.0,10,63,0,1,i m doing well thanks how are things with you,10
just tried taco bell again and still not a fan,literal,now i know why i dont like taco bell ,synthetic,1.0,10,46,0,0,just tried taco bell again and still not a fan,10
"Ugh, my computer keeps freezing while I try to update HMF and finish all the Dress Like Kristin guides. Hoping to get everything uploaded soon! xx",literal,My damn computer is so slow! I'm trying to update HMF and get all my guides for Dress Like Kristin finished so I can get it up!  xx,synthetic,1.0,26,146,0,0,ugh my computer keeps freezing while i try to update hmf and finish all the dress like kristin guides hoping to get everything uploaded soon xx,26
@shondarhimes Loved the finale! Is there a podcast or blog where I can catch more details? Can’t wait for the next season!,literal,"@shondarhimes where's the podcast / blog?  the ending was fantastic, but omg i can't wait until next season!!",synthetic,1.0,22,122,0,1,loved the finale is there a podcast or blog where i can catch more details can t wait for the next season,22
"@ronanofficial saw the review of the Liverpool show. I wasn’t present, so I can’t say for sure, but I hope the attendance was better than reported.",literal,"@ronanofficial read the review from the gig at liverpool. I wasn't there so can't comment,but I hope more ppl were there than they state ",synthetic,1.0,27,147,0,1,saw the review of the liverpool show i wasn t present so i can t say for sure but i hope the attendance was better than reported,27
Rebuilding 4TB RAID array now... estimated time: 620 mins (10.3 hours)... progress steady so far.,literal,4TB Software RAID nas Rebuild ... 625mins (10.5 hours) ... speedy recovery ,synthetic,1.0,16,97,0,0,rebuilding 4tb raid array now estimated time 620 mins 10 3 hours progress steady so far,12
@frenchgov @pegobry Looks like we’ll have to get a camera first...,literal,@frenchgov @pegobry and I gonna need to buy a camera then... ,synthetic,1.0,10,66,0,1,looks like we ll have to get a camera first,10
"One of the hardest parts of getting older is saying goodbye to people you care about. Rest in peace, Ipo Liz...",literal,The suckiest thing about growing older? Losing people  RIP Ipo Liz...,synthetic,1.0,21,111,0,0,one of the hardest parts of getting older is saying goodbye to people you care about rest in peace ipo liz,21
@glennbeck Lack of sleep really takes a toll. Hope you can relax soon and catch some solid rest tonight.,literal,@glennbeck Yikes - I know I'm no good w/o sleep. I hope you're able to wind down and get a quality 40 winks. ,synthetic,1.0,18,104,0,1,lack of sleep really takes a toll hope you can relax soon and catch some solid rest tonight,18
"Just got a new HD cable box installed. Sadly, that means all my recorded shows are gone and I have to start over.",literal,Getting a new HD cable box! Goodbye to all my freaking shows I have recorded and now have to delete. ,synthetic,1.0,23,113,0,0,just got a new hd cable box installed sadly that means all my recorded shows are gone and i have to start over,23
"@zomagic seriously, can't catch a break! either you’re not around or you’re always griping when you are. what’s the deal?",literal,"@zomagic wateve! I can't win! I don't see u, we not frens, see u too much u complainin ",synthetic,1.0,23,121,0,1,seriously can t catch a break either you re not around or you re always griping when you are what s the deal,23
"just got back, catching a show about big brother now",literal,"back, watching something about big brother ",synthetic,1.0,10,52,0,0,just got back catching a show about big brother now,10
"ugh, seriously thinking about switching schools now... stress is real with diabetes and exams hitting me hard this week! so not cool at all!",literal,gaa!!!! i might be leaving my school for sure!!! thats not good!!! ugh! diabetes crap and exams this week! not funn at all!!! ,synthetic,1.0,24,140,0,0,ugh seriously thinking about switching schools now stress is real with diabetes and exams hitting me hard this week so not cool at all,24
@Jonasbrothers Just got your new album—it's amazing! Which track do you like the most?,literal,@Jonasbrothers I NEED your new cd guys  What's your favorite song ?,synthetic,1.0,15,86,0,1,just got your new album it s amazing which track do you like the most,15
@janngg Same here! I had my registration appointment on Tuesday and got the final payment confirmation just moments before the cutoff.,literal,@janngg Me too! Tuesday was my registration appointment and I just received &quot;final&quot; payment notification MINUTES before the deadline. ,synthetic,1.0,20,134,0,1,same here i had my registration appointment on tuesday and got the final payment confirmation just moments before the cutoff,20
